,GPIN,Street Address,Zip Code,Neighborhood,Land Value,Improvement Value,Total Value,Land USE (Y/N),Sale Date,Sale Price,Document Number,Deed Book,Deed Page,Location 1
471065,14764547520000,4621 Sam Snead Ct,23462-4705,Larkspur,124200.0,$206900,331100.0,No,09/20/2017,398000.0,20170920000805340,,,"4621 Sam Snead Ct
Virginia Beach, VA 23462-4705
(36.817225, -76.137026)"
362467,24046881520000,2013 Barnet Ct,23456-5278,Hunt Club Forest And West,120300.0,$193300,313600.0,No,12/19/2001,0.0,000000000000000,4569.0,592.0,"2013 Barnet Ct
Virginia Beach, VA 23456-5278
(36.766849, -76.028119)"
264281,14937618512708,2708 Sonnet Ln,23456-2533,Browningstone,84600.0,$171100,255700.0,No,05/27/2014,262000.0,20140527000462390,,,"2708 Sonnet Ln
Virginia Beach, VA 23456-2533
(36.736474, -76.063149)"
7298,24080134020000,829 N Great Neck Rd,23454-2701,Wolfsnare Plantation,136000.0,$129300,265300.0,No,08/22/1983,0.0,000000000000000,66.0,454.0,"829 N Great Neck Rd
Virginia Beach, VA 23454-2701
(36.858616, -76.047385)"
58431,24165578600000,,,Birdneck Rd,22900.0,$0,22900.0,No,04/12/1994,0.0,000000000000000,3375.0,1498.0,"Virginia Beach, VA
(36.845117, -75.975518)"
203290,14859361400000,1724 Brigands Way,23453,Dam Neck Area,101000.0,$239500,340500.0,No,11/04/2004,0.0,200411010176779,,,"1724 Brigands Way
Virginia Beach, VA 23453
(36.78149, -76.086751)"
422964,14963077820000,2935 Delaware Xing,23453-3105,Magic Hollow Semi-D,52000.0,$123700,175700.0,No,09/26/2002,85000.0,200207183003833,,,"2935 Delaware Xing
Virginia Beach, VA 23453-3105
(36.802421, -76.072047)"
60296,14864507870000,3804 Bent Branch Dr,23452-2807,Windsor Oaks West,80500.0,$152800,233300.0,No,02/27/2008,0.0,20080227000215480,,,"3804 Bent Branch Dr
Virginia Beach, VA 23452-2807
(36.816637, -76.10437)"
350788,24153380250000,1612 Rollins Ct,23454-6204,Dam Neck Estates,80000.0,$160100,240100.0,No,07/12/1989,88308.0,000000000000000,2840.0,944.0,"1612 Rollins Ct
Virginia Beach, VA 23454-6204
(36.779879, -76.004409)"
316660,14642698800000,904 Fairborn Cir,23464-8266,Charlestowne Lakes So R5d,87000.0,$120700,207700.0,No,09/28/2015,149500.0,20150929000948310,,,"904 Fairborn Cir
Virginia Beach, VA 23464-8266
(36.766313, -76.17806)"
84317,14749777010206,2141 Catworth Dr,23456-1583,Cromwell Park,70000.0,$157400,227400.0,No,10/30/2006,309900.0,20061003001498580,,,"2141 Catworth Dr
Virginia Beach, VA 23456-1583
(36.766505, -76.121636)"
231591,14858220150000,3489 Landstown Ct,23453-2631,Landstown Lakes/Court,93000.0,$141000,234000.0,No,02/23/1989,88782.0,000000000000000,2807,26.0,"3489 Landstown Ct
Virginia Beach, VA 23453-2631
(36.778984, -76.091251)"
271318,14889792780000,933 Royal Oak Close,23452-6271,Middle Plantation,264000.0,$455700,719700.0,No,06/26/2001,155000.0,000000000000000,4430.0,1641.0,"933 Royal Oak Close
Virginia Beach, VA 23452-6271
(36.875411, -76.082233)"
83024,14775785070000,401 Schuyler Rd,23462-2350,Pembroke Manor,85500.0,$134200,219700.0,No,03/26/2001,127000.0,000000000000000,4368.0,364.0,"401 Schuyler Rd
Virginia Beach, VA 23462-2350
(36.849977, -76.131541)"
218069,14674985800000,623 Aubrey Dr,23462-7103,Amhurst Townhouses,34000.0,$73100,107100.0,No,04/27/2012,105000.0,20120430000463670,,,"623 Aubrey Dr
Virginia Beach, VA 23462-7103
(36.8558, -76.168765)"
21654,14776376936450,4440 Segovia Ct,23462-7645,Columbus Station Condo,46000.0,$90500,136500.0,No,03/28/1994,0.0,000000000000000,3367.0,982.0,"4440 Segovia Ct
Virginia Beach, VA 23462-7645
(36.839536, -76.128766)"
240110,14698457490000,5004 Savin Ct,23455-3200,Lake Shores,130900.0,$258200,389100.0,No,02/27/2007,0.0,20070208000188270,,,"5004 Savin Ct
Virginia Beach, VA 23455-3200
(36.897275, -76.155186)"
217341,14876924800000,620 Reef Ky,23452-3704,Malibu Kings Forest,110000.0,$268300,378300.0,No,05/20/1977,14500.0,000000000000000,1663,459.0,"620 Reef Ky
Virginia Beach, VA 23452-3704
(36.854199, -76.096277)"
196795,14859616070000,3505 Riders Ln,23453-8506,Buckner Farms,103000.0,$191400,294400.0,No,02/18/1999,0.0,000000000000000,4033,818.0,"3505 Riders Ln
Virginia Beach, VA 23453-8506
(36.791746, -76.088314)"
448627,14962285890000,3060 Breslaw Ct,23453-3213,Magic Hollow Townhouses,49000.0,$82000,131000.0,No,12/06/1977,29571.0,000000000000000,1730,762.0,"3060 Breslaw Ct
Virginia Beach, VA 23453-3213
(36.807328, -76.074645)"
326270,24054002020000,2328 Wallington Way,23456-7853,Castleton Bark_Mayf_Somerset,116900.0,$279900,396800.0,No,02/05/1997,0.0,000000000000000,3705.0,1754.0,"2328 Wallington Way
Virginia Beach, VA 23456-7853
(36.77243, -76.03778)"
277416,14659855890000,1304 Edgeware Ct,23464-6238,Indian Lakes Sf (2),70000.0,$150400,220400.0,No,02/22/1999,0.0,000000000000000,4016.0,2123.0,"1304 Edgeware Ct
Virginia Beach, VA 23464-6238
(36.797951, -76.154548)"
375032,24084295811846,1846 Calash Way,23454-6042,Great Neck Villas,81000.0,$150000,231000.0,No,12/19/1997,141000.0,000000000000000,3798.0,1536.0,"1846 Calash Way
Virginia Beach, VA 23454-6042
(36.86143, -76.030961)"
155396,14865253350000,3825 Meadowbridge Ln,23452-8204,Oak Springs,75000.0,$174900,249900.0,No,05/21/1990,99000.0,000000000000000,2911,1231.0,"3825 Meadowbridge Ln
Virginia Beach, VA 23452-8204
(36.807551, -76.099692)"
473166,24171456630101,117 Sykes Ave 101,23454,Industrial Condo,55300.0,$107700,163000.0,No,08/18/2000,0.0,000000000000000,4283,1735.0,"117 Sykes Ave 101
Virginia Beach, VA 23454
(36.839228, -76.009314)"
217787,14966788400000,569 Central Dr 101,23454,Industrial Income,264100.0,$1416900,1681000.0,No,12/21/2016,1100000.0,20161221001154040,,,"569 Central Dr 101
Virginia Beach, VA 23454
(36.821542, -76.060353)"
190206,14644565240000,1993 Edna Way,23464,Wood Bridge Pointe,131000.0,$233700,364700.0,No,10/31/2008,406584.0,20081031001267250,,,"1993 Edna Way
Virginia Beach, VA 23464
(36.762387, -76.172488)"
322319,14753611000000,1604 Margin Ct,23456-4862,Salem Woods,101000.0,$166500,267500.0,No,10/31/1990,115000.0,000000000000000,2948.0,1832.0,"1604 Margin Ct
Virginia Beach, VA 23456-4862
(36.790908, -76.143149)"
267443,24240140970000,2649 Atwoodtown Rd,23456-6431,Lagomar,152000.0,$357700,509700.0,No,06/11/2001,315000.0,000000000000000,4406.0,2151.0,"2649 Atwoodtown Rd
Virginia Beach, VA 23456-6431
(36.746307, -75.982094)"
54982,14864858310000,417 Old Forge Ct,23452-3223,Windsor Woods,80400.0,$148900,229300.0,No,03/08/2007,160000.0,20070223000255410,,,"417 Old Forge Ct
Virginia Beach, VA 23452-3223
(36.825118, -76.102491)"
399906,14562703851717,717 Drift Tide Dr,23464-1845,Drift Tide Condominium,27000.0,$61000,88000.0,No,01/15/1992,70200.0,000000000000000,3049,128.0,"717 Drift Tide Dr
Virginia Beach, VA 23464-1845
(36.822109, -76.213853)"
70763,15906144370000,2264 Walke St,23451-1708,Cape Story By The Sea,225800.0,$83500,309300.0,No,12/27/2016,0.0,20161227001162030,,,"2264 Walke St
Virginia Beach, VA 23451-1708
(36.913875, -76.059409)"
274218,24197349990111,111 66th St,23451,North Va Beach,552500.0,$315400,867900.0,No,05/03/1991,0.0,000000000000000,2984.0,872.0,"111 66th St
Virginia Beach, VA 23451
(36.891673, -75.987789)"
146643,14750609050000,5008 Cliffony Dr,23464-6453,Indian Lakes Sf (2),70000.0,$179900,249900.0,No,09/19/1983,64925.0,000000000000000,2284,848.0,"5008 Cliffony Dr
Virginia Beach, VA 23464-6453
(36.793553, -76.153604)"
147785,14870347120000,158 Majestic Cir,23452-1712,Thalia Village Th,43400.0,$103200,146600.0,No,02/25/2011,199000.0,20110225000198790,,,"158 Majestic Cir
Virginia Beach, VA 23452-1712
(36.838992, -76.116035)"
235375,14864443830000,3476 Smokey Chamber Dr,23462-6827,Chimney Hill Th,46000.0,$94800,140800.0,No,12/21/1993,73900.0,000000000000000,3321,1101.0,"3476 Smokey Chamber Dr
Virginia Beach, VA 23462-6827
(36.812644, -76.103279)"
247588,14655286810000,5360 Stewart Dr,23464-7833,Brigadoon Pines/Foxon Wds,90000.0,$194000,284000.0,No,10/29/2001,167000.0,000000000000000,4510,373.0,"5360 Stewart Dr
Virginia Beach, VA 23464-7833
(36.781826, -76.167619)"
403679,14785887530000,1310 Wakefield Dr,23455-4923,Thoroughgood Colony,67400.0,$144600,212000.0,No,04/24/2008,260500.0,20080424000474720,,,"1310 Wakefield Dr
Virginia Beach, VA 23455-4923
(36.880787, -76.130966)"
117265,24188906766120,207 53rd St A,23451-2311,North Va Beach,380300.0,$114700,495000.0,No,10/30/1991,160000.0,000000000000000,3028.0,1788.0,"207 53rd St A
Virginia Beach, VA 23451-2311
(36.879773, -75.986177)"
212836,24147268920000,1004 Cinta Ct,23456-4237,Lagomar,155800.0,$383300,539100.0,No,02/19/2013,0.0,20130219000194650,,,"1004 Cinta Ct
Virginia Beach, VA 23456-4237
(36.751195, -75.992208)"
19194,14940951010000,,,Princess Anne,1000.0,$0,1000.0,No,10/01/1998,0.0,000000000000000,98.0,576.0,"Virginia Beach, VA
(36.845117, -75.975518)"
275668,24142805040000,1177 Red Mill Blvd,23454-5832,Red Mill Farm,110500.0,$178000,288500.0,No,12/22/1995,110000.0,000000000000000,3570.0,1440.0,"1177 Red Mill Blvd
Virginia Beach, VA 23454-5832
(36.767741, -76.010636)"
285732,14562593990000,704 Avella St,23464-1835,Westview Vlg / Knob Hill,75000.0,$123900,198900.0,No,04/15/1993,0.0,000000000000000,3203.0,999.0,"704 Avella St
Virginia Beach, VA 23464-1835
(36.818093, -76.210912)"
335352,24154587090000,1577 General Booth Blvd,23454,Shopping Centers,3553700.0,$2396300,5950000.0,No,07/10/1998,0.0,000000000000000,3908.0,2070.0,"1577 General Booth Blvd
Virginia Beach, VA 23454
(36.786301, -75.999299)"
228169,14685205670000,733 Rock Creek Ct,23462-1196,Lynbrook Landing,35000.0,$83400,118400.0,No,05/16/2001,74000.0,000000000000000,4386,1507.0,"733 Rock Creek Ct
Virginia Beach, VA 23462-1196
(36.863862, -76.167944)"
387852,14644711010000,1917 Breck Ave,23464,Wood Bridge Pointe,125000.0,$216700,341700.0,No,08/10/2007,2500000.0,20070810001092070,,,"1917 Breck Ave
Virginia Beach, VA 23464
(36.767179, -76.174176)"
251097,14886971140000,1366 Little Neck Rd,23452-4719,Little Neck Waterfront,313000.0,$351900,664900.0,No,06/30/2005,840000.0,200506070085099,,,"1366 Little Neck Rd
Virginia Beach, VA 23452-4719
(36.88016, -76.095834)"
125237,14858697880000,3508 Riders Ln,23453-8507,Buckner Farms,103000.0,$201200,304200.0,No,09/29/2000,169225.0,000000000000000,4289.0,26.0,"3508 Riders Ln
Virginia Beach, VA 23453-8507
(36.791645, -76.088493)"
301761,14742804810000,1241 Raynor Dr,23456-6870,Glenwood,91000.0,$183700,274700.0,No,02/23/1994,135850.0,000000000000000,3351.0,1576.0,"1241 Raynor Dr
Virginia Beach, VA 23456-6870
(36.770241, -76.146988)"
202463,14895817833611,3611 Dupont Cir,23455-2905,Ocean Park Condo,161900.0,$238200,400100.0,No,04/19/2000,220000.0,000000000000000,4218,1866.0,"3611 Dupont Cir
Virginia Beach, VA 23455-2905
(36.907358, -76.097998)"
367054,14545957480465,5933 Ludington Dr,23464-1561,Tarleton Oaks Gables/Reserves,62000.0,$97600,159600.0,No,04/01/2003,0.0,200304010049523,,,"5933 Ludington Dr
Virginia Beach, VA 23464-1561
(36.774808, -76.20283)"
273690,24080873060000,1405 Poplar Point Ct,23454-2028,Great Neck Estates,253200.0,$191000,444200.0,No,10/27/2005,513200.0,200510110164817,,,"1405 Poplar Point Ct
Virginia Beach, VA 23454-2028
(36.878062, -76.045067)"
162646,14858711210000,3693 Purebred Dr,23453-8513,Buckner Farms,115400.0,$180700,296100.0,No,11/30/1999,1193500.0,000000000000000,4148,1469.0,"3693 Purebred Dr
Virginia Beach, VA 23453-8513
(36.792772, -76.091103)"
151256,23077849680000,2049 Munden Point Rd,23457-1248,Pungo Land Use,519400.0,$403100,922500.0,Yes,08/27/1998,450000.0,000000000000000,3912,1880.0,"2049 Munden Point Rd
Virginia Beach, VA 23457-1248
(36.579181, -76.032427)"
235003,14870424165910,205 Thalia Station Dr,23452-1745,Thalia Station Condo,31000.0,$59700,90700.0,No,10/21/1985,54450.0,000000000000000,2451,1776.0,"205 Thalia Station Dr
Virginia Beach, VA 23452-1745
(36.841088, -76.116926)"
294582,14872469870000,3837 Lampl Ave,23452-2432,Birchwood Birchwood Gardens,90000.0,$115100,205100.0,No,07/31/1987,0.0,000000000000000,2659.0,46.0,"3837 Lampl Ave
Virginia Beach, VA 23452-2432
(36.842534, -76.108439)"
449734,14872380030000,3901 Pollypine Dr,23452-2369,Thalia Village Th,43400.0,$63400,106800.0,No,10/02/1998,40950.0,000000000000000,3936,63.0,"3901 Pollypine Dr
Virginia Beach, VA 23452-2369
(36.837034, -76.108204)"
372768,14564590550000,904 Redwood Cir,23464-2110,Lakeville Estates,85000.0,$139400,224400.0,No,06/27/2006,0.0,20060606000857100,,,"904 Redwood Cir
Virginia Beach, VA 23464-2110
(36.817125, -76.20416)"
274066,24159319580000,1532 Galvani Dr,23454-6929,Pine Meadows,108000.0,$140400,248400.0,No,02/28/2005,0.0,200501270014334,,,"1532 Galvani Dr
Virginia Beach, VA 23454-6929
(36.781868, -75.985678)"
188089,24070650129340,328 N Great Neck Rd 101,23454,Shopping Centers,12000.0,$69000,81000.0,No,08/09/1991,0.0,000000000000000,3008,1876.0,"328 N Great Neck Rd 101
Virginia Beach, VA 23454
(36.843598, -76.047768)"
94887,14681144250000,768 Lake Edward Dr,23462-1525,Lake Edward,32200.0,$60500,92700.0,No,04/24/1984,39443.0,000000000000000,2328.0,590.0,"768 Lake Edward Dr
Virginia Beach, VA 23462-1525
(36.861162, -76.180401)"
290919,24240443410000,2345 Santa Fe Dr,23456-6750,Lagomar Section 7,195000.0,$479000,674000.0,No,08/13/2010,630000.0,20100813000832890,,,"2345 Santa Fe Dr
Virginia Beach, VA 23456-6750
(36.755003, -75.981897)"
474460,14948813120000,2593 Buyrn Cir,23453-6667,Buyrn Farm No./Shelburne Wds,102000.0,$205700,307700.0,No,11/06/2017,307700.0,20171107000956980,,,"2593 Buyrn Cir
Virginia Beach, VA 23453-6667
(36.767683, -76.058448)"
342413,24176236020000,1336 Gannet Run,23451-6517,Salt Marsh Point Attached,98000.0,$180700,278700.0,No,11/02/2016,291500.0,20161103000995260,,,"1336 Gannet Run
Virginia Beach, VA 23451-6517
(36.833037, -75.993801)"
143605,14898911280870,3300 Ocean Shore Ave 1007,23451-1047,Harbour Gate,30300.0,$137500,167800.0,No,11/10/2014,180000.0,20141110001069050,,,"3300 Ocean Shore Ave 1007
Virginia Beach, VA 23451-1047
(36.908029, -76.087871)"
76145,24157863210000,1301 Electric Ct,23451-4820,Park Place,118500.0,$291100,409600.0,No,02/03/1994,186305.0,000000000000000,3344.0,1487.0,"1301 Electric Ct
Virginia Beach, VA 23451-4820
(36.79371, -75.99055)"
263665,24084295811065,1065 Hanson Way,23454-6047,Great Neck Villas,81000.0,$146400,227400.0,No,08/03/1989,115000.0,000000000000000,2846.0,315.0,"1065 Hanson Way
Virginia Beach, VA 23454-6047
(36.861604, -76.031461)"
118566,14796363090000,1620 Five Forks Rd,23455-4355,Thoroughgood/Blackthorne,167500.0,$268900,436400.0,No,10/10/2012,0.0,20121010001174650,,,"1620 Five Forks Rd
Virginia Beach, VA 23455-4355
(36.893454, -76.127956)"
172362,14888856120000,3320 Kline Dr,23452-6280,Little Neck Kflnshp,332100.0,$655100,987200.0,No,07/08/1999,595000.0,000000000000000,4095,1545.0,"3320 Kline Dr
Virginia Beach, VA 23452-6280
(36.878868, -76.087677)"
469974,14766510720000,689 Pinebrook Dr,23462-4730,Larkspur Greens Sf,85500.0,$108500,194000.0,No,08/24/2017,0.0,20170824000724780,,,"689 Pinebrook Dr
Virginia Beach, VA 23462-4730
(36.815138, -76.131669)"
414517,24173979606200,1284 Laskin Rd 200,23451-5271,Linkhorn Bay Condo,41400.0,$230300,271700.0,No,11/17/2004,340000.0,200411050177481,,,"1284 Laskin Rd 200
Virginia Beach, VA 23451-5271
(36.853039, -76.002302)"
429949,14687124030000,714 Crystal Springs Ct,23462-7129,Lynbrook Landing,35000.0,$81500,116500.0,No,09/24/1984,60700.0,000000000000000,2363,91.0,"714 Crystal Springs Ct
Virginia Beach, VA 23462-7129
(36.860999, -76.161247)"
319066,24184828760000,1300 Rolfe Ln,23451-3743,Bay Colony,380700.0,$162700,543400.0,No,04/30/1969,32000.0,000000000000000,1108.0,623.0,"1300 Rolfe Ln
Virginia Beach, VA 23451-3743
(36.878257, -75.999724)"
144939,24049625280000,2113 Spinning Wheel Ct,23456-3554,Southgate,110000.0,$264700,374700.0,No,09/23/1996,135000.0,000000000000000,3662,1613.0,"2113 Spinning Wheel Ct
Virginia Beach, VA 23456-3554
(36.762293, -76.020749)"
352010,14871381890000,139 Pinter Ct,23452,Thalia Village Th,64900.0,$121000,185900.0,No,05/04/2004,0.0,200405040069708,,,"139 Pinter Ct
Virginia Beach, VA 23452
(36.83737, -76.111123)"
199578,14692640650000,1921 King William Rd,23455-3150,Diamond Spring / Grdnwood Park,89300.0,$61500,150800.0,No,10/15/2004,0.0,200409240152636,,,"1921 King William Rd
Virginia Beach, VA 23455-3150
(36.90124, -76.175538)"
181893,14963176070000,2933 Durbin Pl,23453-3249,Magic Hollow,69700.0,$93800,163500.0,No,04/23/1976,33880.0,000000000000000,1560,523.0,"2933 Durbin Pl
Virginia Beach, VA 23453-3249
(36.805142, -76.071983)"
42369,24230701490000,1464 Lotus Dr,23456,South Princess Anne,150700.0,$80100,230800.0,No,08/22/1995,0.0,000000000000000,3530.0,811.0,"1464 Lotus Dr
Virginia Beach, VA 23456
(36.735803, -75.985814)"
474508,14865523830000,714 Hayes Ave,23452-3034,Pecan Gardens Th,34000.0,$59600,93600.0,No,12/16/2015,98000.0,20151216001202370,,,"714 Hayes Ave
Virginia Beach, VA 23452-3034
(36.815592, -76.100841)"
453524,14768530950000,1517 Lord Tennyson Arch,23462-1760,Apartments,4050000.0,$12883300,16933300.0,No,06/06/2013,44000000.0,20130606000659500,,,"1517 Lord Tennyson Arch
Virginia Beach, VA 23462-1760
(36.815008, -76.123937)"
228661,14866637600000,3561 Good Hope Rd,23452-4027,Pecan Gardens,62000.0,$118700,180700.0,No,04/23/2015,193750.0,20150423000362400,,,"3561 Good Hope Rd
Virginia Beach, VA 23452-4027
(36.819423, -76.096588)"
400955,14663222130000,5301 Jeffreys Ln,23464-5339,Whitehurst Grove/Woods/Manor,85000.0,$188600,273600.0,No,04/17/2009,175201.0,20090417000412410,,,"5301 Jeffreys Ln
Virginia Beach, VA 23464-5339
(36.808794, -76.176057)"
452844,14979771738590,2319 Flanders Ct,23454-4055,Great Neck Grove,50000.0,$102900,152900.0,No,10/16/1992,0.0,000000000000000,3138,96.0,"2319 Flanders Ct
Virginia Beach, VA 23454-4055
(36.847119, -76.050556)"
157911,14784232742780,4651 Georgetown Pl,23455-6225,Pembroke Crossing Cond,37200.0,$77500,114700.0,No,09/25/1997,77983.0,000000000000000,3773,1509.0,"4651 Georgetown Pl
Virginia Beach, VA 23455-6225
(36.862531, -76.136459)"
259382,14857912660000,3541 Plum Cres,23453-2207,Green Run Sf,75000.0,$133000,208000.0,No,10/13/1992,92000.0,000000000000000,3136,2118.0,"3541 Plum Cres
Virginia Beach, VA 23453-2207
(36.798548, -76.094254)"
143906,14749777010270,3905 Cromwell Park Dr,23456-1569,Cromwell Park,70000.0,$157400,227400.0,No,05/30/2014,239900.0,20140530000477960,,,"3905 Cromwell Park Dr
Virginia Beach, VA 23456-1569
(36.768316, -76.121219)"
304037,14878894220000,3321 Shakespeare Ct,23452-5855,Bridgetts Landing,136000.0,$351800,487800.0,No,05/09/2000,0.0,000000000000000,4237.0,1482.0,"3321 Shakespeare Ct
Virginia Beach, VA 23452-5855
(36.851549, -76.08692)"
150679,15901038471203,2420 Ocean Shore Cres 203,23451,Ocean Shore Condos,310000.0,$309000,619000.0,No,04/18/2008,905000.0,20080418000448650,,,"2420 Ocean Shore Cres 203
Virginia Beach, VA 23451
(36.912642, -76.076476)"
271001,14964775270000,2708 North Mall Dr,23452,Lynnhaven Pkwy,612300.0,$366900,979200.0,No,11/26/1985,0.0,000000000000000,2460.0,683.0,"2708 North Mall Dr
Virginia Beach, VA 23452
(36.820643, -76.068184)"
67489,14673763430000,5509 Elam Ave,23462-1705,Fair Meadows,89800.0,$93200,183000.0,No,10/17/2006,229000.0,20060906001351160,,,"5509 Elam Ave
Virginia Beach, VA 23462-1705
(36.850153, -76.173237)"
48952,14672286860000,,,Newtown Rd,1000.0,$0,1000.0,No,07/05/1776,0.0,000000000000000,,,"Virginia Beach, VA
(36.845117, -75.975518)"
276896,14588874530000,5856 Northampton Blvd,23455-4600,L & J Gardens,72300.0,$109500,181800.0,No,06/29/2011,210000.0,20110629000654910,,,"5856 Northampton Blvd
Virginia Beach, VA 23455-4600
(36.880135, -76.188564)"
458443,14894923230002,3709 Jefferson Blvd,23455,Ocean Park Condo,208500.0,$253100,461600.0,No,04/24/2013,425000.0,20130425000471890,,,"3709 Jefferson Blvd
Virginia Beach, VA 23455
(36.909076, -76.101001)"
143834,14780361700000,4961 Whitman Ln,23455-5233,Aragona Village,75900.0,$96100,172000.0,No,04/01/2015,0.0,20150401000284830,,,"4961 Whitman Ln
Virginia Beach, VA 23455-5233
(36.865555, -76.148895)"
271514,14806827090000,4429 Blackwater Rd,23457-1124,Blackwater,157700.0,$81100,238800.0,No,11/17/2006,0.0,20061025001616880,,,"4429 Blackwater Rd
Virginia Beach, VA 23457-1124
(36.660896, -76.100954)"
380192,14863206370000,3609 Burns Ct,23462-6924,Chimney Hill,66000.0,$106800,172800.0,No,11/19/2012,0.0,20121119001334090,,,"3609 Burns Ct
Virginia Beach, VA 23462-6924
(36.808661, -76.108204)"
338435,14891494660000,1685 Church Point Ln,23455-7015,Church Point,230100.0,$566200,796300.0,No,10/22/1999,456000.0,000000000000000,4121.0,1752.0,"1685 Church Point Ln
Virginia Beach, VA 23455-7015
(36.895896, -76.108972)"
389829,14863469500000,3634 Chase Ct,23462-6804,Chimney Hill Th,48000.0,$81600,129600.0,No,09/29/2005,0.0,200509020140931,,,"3634 Chase Ct
Virginia Beach, VA 23462-6804
(36.814291, -76.106087)"
